order_item_refund_id,created_at,order_item_id,order_id,refund_amount_usd
79,"2012-10-14 08:05:11",1145,1145,49.99
80,"2012-10-15 05:45:52",1123,1123,49.99
81,"2012-10-17 22:54:18",1226,1226,49.99
82,"2012-10-21 00:12:51",1279,1279,49.99
83,"2012-10-21 04:19:01",1245,1245,49.99
84,"2012-10-22 06:12:47",1271,1271,49.99
85,"2012-10-22 22:03:07",1167,1167,49.99
86,"2012-10-23 00:58:55",1243,1243,49.99
87,"2012-10-24 05:28:17",1318,1318,49.99
88,"2012-10-25 14:56:48",1227,1227,49.99
89,"2012-10-26 17:55:27",1283,1283,49.99
90,"2012-10-28 16:47:14",1222,1222,49.99
91,"2012-10-29 10:49:14",1233,1233,49.99
92,"2012-11-01 18:32:36",1274,1274,49.99
93,"2012-11-02 04:10:26",1426,1426,49.99
94,"2012-11-02 05:26:47",1267,1267,49.99
95,"2012-11-03 01:16:50",1451,1451,49.99
96,"2012-11-04 05:28:54",1445,1445,49.99
97,"2012-11-04 17:11:25",1393,1393,49.99
98,"2012-11-06 05:05:20",1351,1351,49.99
99,"2012-11-07 03:17:45",1324,1324,49.99
100,"2012-11-07 04:29:29",1480,1480,49.99
101,"2012-11-07 20:53:24",1422,1422,49.99
102,"2012-11-09 17:55:56",1368,1368,49.99
103,"2012-11-11 13:27:29",1515,1515,49.99
104,"2012-11-13 00:01:27",1468,1468,49.99
105,"2012-11-13 14:58:08",1525,1525,49.99
106,"2012-11-14 05:21:02",1547,1547,49.99
107,"2012-11-14 11:39:00",1443,1443,49.99
108,"2012-11-15 07:12:32",1559,1559,49.99
109,"2012-11-15 13:48:16",1576,1576,49.99
110,"2012-11-16 09:01:01",1552,1552,49.99
111,"2012-11-18 02:37:01",1584,1584,49.99
112,"2012-11-18 07:17:59",1483,1483,49.99
113,"2012-11-18 22:01:16",1532,1532,49.99
114,"2012-11-19 09:26:28",1544,1544,49.99
115,"2012-11-20 03:59:51",1626,1626,49.99
116,"2012-11-21 17:09:21",1638,1638,49.99
117,"2012-11-22 04:50:39",1528,1528,49.99
118,"2012-11-22 12:05:09",1653,1653,49.99
119,"2012-11-26 07:43:28",1637,1637,49.99
120,"2012-11-26 08:24:01",1756,1756,49.99
121,"2012-11-26 14:05:40",1660,1660,49.99
122,"2012-11-27 02:10:13",1646,1646,49.99
123,"2012-11-27 09:43:16",1631,1631,49.99
124,"2012-11-27 19:48:30",1617,1617,49.99
125,"2012-11-27 20:06:25",1779,1779,49.99
126,"2012-11-28 05:27:24",1848,1848,49.99
127,"2012-11-28 05:48:26",1748,1748,49.99
128,"2012-11-28 11:54:41",1815,1815,49.99
129,"2012-11-28 22:53:54",1604,1604,49.99
130,"2012-11-30 03:53:22",1908,1908,49.99
131,"2012-11-30 21:15:33",1636,1636,49.99
132,"2012-12-03 02:56:56",2064,2064,49.99
133,"2012-12-03 07:16:16",2051,2051,49.99
134,"2012-12-03 09:39:37",1988,1988,49.99
135,"2012-12-03 11:24:53",1909,1909,49.99
136,"2012-12-04 08:46:21",1905,1905,49.99
137,"2012-12-04 09:15:33",1961,1961,49.99
138,"2012-12-04 13:24:59",1918,1918,49.99
139,"2012-12-05 01:46:20",1776,1776,49.99
140,"2012-12-05 03:37:30",2028,2028,49.99
141,"2012-12-05 23:59:12",1797,1797,49.99
142,"2012-12-06 01:28:49",1915,1915,49.99
143,"2012-12-06 07:55:47",1818,1818,49.99
144,"2012-12-06 10:41:14",1947,1947,49.99
145,"2012-12-08 20:05:07",1745,1745,49.99
146,"2012-12-09 13:00:55",2050,2050,49.99
147,"2012-12-11 20:11:38",2184,2184,49.99
148,"2012-12-13 04:10:37",2098,2098,49.99
149,"2012-12-14 05:19:37",2045,2045,49.99
150,"2012-12-14 08:26:23",2241,2241,49.99
151,"2012-12-14 10:56:51",2057,2057,49.99
152,"2012-12-15 12:23:06",2165,2165,49.99
153,"2012-12-16 04:45:51",2147,2147,49.99
154,"2012-12-18 16:33:13",2341,2341,49.99
155,"2012-12-18 21:03:26",2172,2172,49.99
156,"2012-12-19 03:02:34",2244,2244,49.99
157,"2012-12-19 20:57:35",2202,2202,49.99
158,"2012-12-20 21:07:58",2365,2365,49.99
159,"2012-12-22 10:08:22",2377,2377,49.99
160,"2012-12-22 17:33:24",2415,2415,49.99
161,"2012-12-23 23:25:13",2337,2337,49.99
162,"2012-12-24 13:05:44",2249,2249,49.99
163,"2012-12-27 02:54:38",2444,2444,49.99
164,"2012-12-27 07:06:29",2445,2445,49.99
165,"2012-12-27 08:18:11",2323,2323,49.99
166,"2012-12-28 04:39:17",2398,2398,49.99
167,"2012-12-29 01:37:54",2479,2479,49.99
168,"2013-01-01 03:35:00",2446,2446,49.99
169,"2013-01-01 08:49:36",2431,2431,49.99
170,"2013-01-02 01:00:14",2426,2426,49.99
171,"2013-01-04 10:36:45",2498,2498,49.99
172,"2013-01-04 22:08:50",2489,2489,49.99
173,"2013-01-06 03:30:37",2504,2504,49.99
174,"2013-01-06 12:20:15",2492,2492,49.99
175,"2013-01-06 18:12:52",2495,2495,49.99
176,"2013-01-07 11:40:03",2549,2549,49.99
177,"2013-01-08 04:17:46",2525,2525,49.99
178,"2013-01-10 03:43:54",2619,2619,49.99
179,"2013-01-11 06:37:54",2576,2576,49.99
180,"2013-01-12 15:40:13",2711,2711,49.99
181,"2013-01-15 22:54:45",2715,2715,49.99
182,"2013-01-15 23:39:56",2621,2621,49.99
183,"2013-01-17 15:14:14",2752,2752,49.99
184,"2013-01-18 05:14:28",2660,2660,49.99
185,"2013-01-20 09:21:37",2790,2790,49.99
186,"2013-01-25 00:17:12",2755,2755,49.99
187,"2013-01-27 14:41:13",2777,2777,49.99
188,"2013-01-27 14:50:14",2789,2789,49.99
189,"2013-01-28 18:47:35",2805,2805,49.99
190,"2013-01-29 17:23:06",2846,2846,59.99
191,"2013-02-02 06:17:16",2961,2961,49.99
192,"2013-02-02 07:40:04",2833,2833,49.99
193,"2013-02-03 00:35:43",2911,2911,49.99
194,"2013-02-04 06:38:05",2978,2978,49.99
195,"2013-02-07 03:17:17",2998,2998,59.99
196,"2013-02-07 16:12:43",2906,2906,49.99
197,"2013-02-08 07:18:37",2913,2913,49.99
198,"2013-02-11 10:01:08",2958,2958,49.99
199,"2013-02-12 10:31:58",3079,3079,49.99
200,"2013-02-12 22:00:22",3014,3014,49.99
201,"2013-02-13 00:27:44",3019,3019,49.99
202,"2013-02-13 12:50:25",2999,2999,49.99
203,"2013-02-14 12:04:01",3073,3073,49.99
204,"2013-02-20 16:02:09",3048,3048,49.99
205,"2013-02-20 16:20:45",3067,3067,49.99
206,"2013-02-20 16:36:12",3284,3284,59.99
207,"2013-02-22 15:33:31",3109,3109,49.99
208,"2013-02-23 03:28:52",3297,3297,49.99
209,"2013-02-27 02:49:54",3199,3199,49.99
210,"2013-02-27 12:41:35",3118,3118,49.99
211,"2013-02-28 01:33:31",3355,3355,49.99
212,"2013-02-28 12:17:26",3178,3178,49.99
213,"2013-02-28 14:04:35",3380,3380,49.99
214,"2013-03-02 12:39:14",3306,3306,49.99
215,"2013-03-02 12:43:15",3396,3396,49.99
216,"2013-03-04 12:46:39",3313,3313,49.99
217,"2013-03-05 14:19:45",3487,3487,49.99
218,"2013-03-05 15:59:03",3373,3373,49.99
219,"2013-03-05 19:42:30",3425,3425,49.99
220,"2013-03-06 15:40:24",3400,3400,49.99
221,"2013-03-06 18:16:28",3316,3316,49.99
222,"2013-03-08 08:12:06",3452,3452,49.99
223,"2013-03-08 23:17:00",3524,3524,49.99
224,"2013-03-09 09:28:45",3517,3517,49.99
225,"2013-03-11 05:53:47",3417,3417,49.99
226,"2013-03-18 07:56:57",3499,3499,59.99
227,"2013-03-19 17:46:03",3607,3607,49.99
228,"2013-03-19 20:19:01",3573,3573,49.99
229,"2013-03-20 17:58:22",3563,3563,59.99
230,"2013-03-21 21:50:07",3585,3585,49.99
231,"2013-03-22 23:42:35",3549,3549,49.99
232,"2013-03-24 19:47:09",3633,3633,49.99
233,"2013-03-26 14:09:53",3632,3632,49.99
234,"2013-04-01 04:22:14",3806,3806,49.99
235,"2013-04-02 22:53:05",3713,3713,49.99
236,"2013-04-04 06:16:38",3769,3769,49.99
237,"2013-04-04 19:11:53",3764,3764,49.99
238,"2013-04-05 16:38:15",3807,3807,49.99
239,"2013-04-07 03:40:41",3757,3757,49.99
240,"2013-04-07 19:08:39",3814,3814,49.99
241,"2013-04-08 23:12:14",3798,3798,59.99
242,"2013-04-09 05:05:49",3856,3856,49.99
243,"2013-04-10 15:26:35",3811,3811,49.99
244,"2013-04-10 18:14:15",3953,3953,49.99
245,"2013-04-12 18:06:08",3866,3866,49.99
246,"2013-04-17 15:31:41",4033,4033,49.99
247,"2013-04-18 01:15:43",3933,3933,49.99
248,"2013-04-18 20:58:46",4114,4114,49.99
249,"2013-04-19 12:51:21",4112,4112,49.99
250,"2013-04-20 09:29:51",3989,3989,49.99
251,"2013-04-20 13:22:26",4182,4182,49.99
252,"2013-04-20 17:25:06",4045,4045,49.99
253,"2013-04-20 23:49:04",4005,4005,49.99
254,"2013-04-21 03:34:11",4001,4001,49.99
255,"2013-04-21 20:13:18",4065,4065,49.99
256,"2013-04-22 18:35:09",4037,4037,49.99
257,"2013-04-23 23:28:36",3993,3993,49.99
258,"2013-05-02 15:12:18",4222,4222,49.99
259,"2013-05-04 02:25:59",4304,4304,59.99
260,"2013-05-04 10:58:40",4396,4396,49.99
261,"2013-05-05 04:35:01",4344,4344,49.99
262,"2013-05-05 11:31:17",4257,4257,49.99
263,"2013-05-07 13:08:13",4438,4438,49.99
264,"2013-05-10 04:04:56",4420,4420,49.99
265,"2013-05-10 14:05:19",4444,4444,49.99
266,"2013-05-10 20:33:29",4507,4507,49.99
267,"2013-05-11 10:43:48",4310,4310,49.99
268,"2013-05-14 12:21:41",4494,4494,49.99
269,"2013-05-16 03:34:53",4543,4543,49.99
270,"2013-05-16 04:48:43",4590,4590,49.99
271,"2013-05-16 17:49:17",4423,4423,49.99
272,"2013-05-19 04:27:34",4696,4696,49.99
273,"2013-05-19 06:30:46",4564,4564,49.99
274,"2013-05-19 21:25:47",4610,4610,49.99
275,"2013-05-20 06:43:46",4608,4608,49.99
276,"2013-05-20 07:10:41",4576,4576,49.99
277,"2013-05-20 23:36:03",4710,4710,49.99
278,"2013-05-22 10:29:49",4611,4611,49.99
279,"2013-05-24 00:30:59",4654,4654,49.99
280,"2013-05-24 03:57:33",4620,4620,49.99
281,"2013-05-27 10:05:50",4679,4679,59.99
282,"2013-05-27 20:15:33",4793,4793,49.99
283,"2013-05-28 08:16:08",4706,4706,49.99
284,"2013-05-28 16:14:41",4726,4726,49.99
285,"2013-05-28 21:13:47",4825,4825,49.99
286,"2013-05-29 08:40:51",4680,4680,49.99
287,"2013-05-29 11:10:58",4760,4760,59.99
288,"2013-06-01 04:47:58",4758,4758,49.99
289,"2013-06-04 09:36:28",4989,4989,49.99
290,"2013-06-04 17:24:42",4915,4915,49.99
291,"2013-06-05 00:42:08",4900,4900,49.99
292,"2013-06-05 07:18:52",4807,4807,49.99
293,"2013-06-07 20:48:55",4874,4874,49.99
294,"2013-06-08 06:07:29",4879,4879,49.99
295,"2013-06-09 08:25:16",5100,5100,49.99
296,"2013-06-09 10:03:50",5095,5095,49.99
297,"2013-06-09 14:13:51",5051,5051,49.99
298,"2013-06-09 23:54:38",4993,4993,49.99
299,"2013-06-10 04:12:50",4953,4953,49.99
300,"2013-06-11 11:36:52",4907,4907,49.99
301,"2013-06-11 13:42:17",5023,5023,49.99
302,"2013-06-12 08:15:48",5134,5134,49.99
303,"2013-06-13 22:48:21",4912,4912,49.99
304,"2013-06-18 09:40:51",5007,5007,59.99
305,"2013-06-18 17:27:22",5082,5082,49.99
306,"2013-06-18 22:38:14",5257,5257,59.99
307,"2013-06-19 08:13:45",5145,5145,49.99
308,"2013-06-19 22:17:44",5128,5128,49.99
309,"2013-06-20 00:46:20",5113,5113,49.99
310,"2013-06-20 12:07:09",5168,5168,49.99
311,"2013-06-20 13:34:51",5263,5263,59.99
312,"2013-06-20 22:13:36",5124,5124,49.99
313,"2013-06-21 14:18:07",5289,5289,59.99
314,"2013-06-23 02:15:53",5108,5108,49.99
315,"2013-06-24 13:14:05",5262,5262,49.99
316,"2013-06-25 02:22:48",5333,5333,49.99
317,"2013-06-27 14:57:32",5422,5422,49.99
318,"2013-06-27 15:22:26",5284,5284,49.99
319,"2013-06-28 00:43:03",5346,5346,49.99
320,"2013-06-28 04:20:46",5261,5261,49.99
321,"2013-06-28 17:23:36",5386,5386,49.99
322,"2013-06-29 10:24:35",5239,5239,59.99
323,"2013-07-01 14:00:09",5387,5387,49.99
324,"2013-07-01 15:33:02",5531,5531,49.99
325,"2013-07-01 20:09:51",5523,5523,49.99
326,"2013-07-02 10:52:22",5518,5518,49.99
327,"2013-07-03 21:24:35",5412,5412,49.99
328,"2013-07-03 23:50:48",5565,5565,49.99
329,"2013-07-04 00:11:28",5323,5323,49.99
330,"2013-07-04 02:17:22",5390,5390,49.99
331,"2013-07-04 04:35:11",5462,5462,49.99
332,"2013-07-04 13:05:37",5408,5408,49.99
333,"2013-07-05 12:23:10",5430,5430,49.99
334,"2013-07-06 18:30:18",5474,5474,49.99
335,"2013-07-07 13:17:17",5496,5496,49.99
336,"2013-07-07 23:22:59",5569,5569,49.99
337,"2013-07-08 00:49:04",5405,5405,49.99
338,"2013-07-08 00:50:14",5586,5586,49.99
339,"2013-07-08 14:17:14",5574,5574,49.99
340,"2013-07-09 00:07:13",5616,5616,49.99
341,"2013-07-09 14:30:26",5451,5451,49.99
342,"2013-07-09 16:33:54",5635,5635,49.99
343,"2013-07-11 18:30:23",5631,5631,49.99
344,"2013-07-12 02:10:05",5663,5663,49.99
345,"2013-07-12 17:33:01",5700,5700,49.99
346,"2013-07-13 07:30:18",5712,5712,49.99
347,"2013-07-13 19:33:42",5607,5607,49.99
348,"2013-07-14 19:29:52",5576,5576,49.99
349,"2013-07-14 23:47:21",5683,5683,49.99
350,"2013-07-16 05:52:51",5746,5746,49.99
351,"2013-07-16 17:41:22",5578,5578,49.99
352,"2013-07-19 09:07:28",5843,5843,49.99
353,"2013-07-21 11:33:30",5650,5650,49.99
354,"2013-07-22 11:23:45",5696,5696,49.99
355,"2013-07-23 00:08:00",5750,5750,59.99
356,"2013-07-23 03:06:14",5906,5906,49.99
357,"2013-07-23 10:48:57",5847,5847,59.99
358,"2013-07-25 19:55:06",5863,5863,49.99
359,"2013-07-25 22:46:05",5802,5802,49.99
360,"2013-07-25 23:14:57",5855,5855,49.99
361,"2013-07-26 17:36:30",5799,5799,49.99
362,"2013-07-27 16:38:09",6031,6031,49.99
363,"2013-07-28 09:59:03",5914,5914,49.99
364,"2013-07-29 09:05:52",5865,5865,49.99
365,"2013-07-30 00:46:47",5938,5938,49.99
366,"2013-07-30 08:44:12",5946,5946,49.99
367,"2013-08-01 03:41:21",6074,6074,49.99
368,"2013-08-02 00:24:53",6047,6047,49.99
369,"2013-08-03 00:58:00",6158,6158,49.99
370,"2013-08-05 13:59:38",6054,6054,49.99
371,"2013-08-05 17:00:01",5933,5933,49.99
372,"2013-08-07 02:26:00",5993,5993,59.99
373,"2013-08-07 09:35:29",6052,6052,49.99
374,"2013-08-07 13:40:48",6139,6139,49.99
375,"2013-08-08 04:13:55",6195,6195,49.99
376,"2013-08-08 05:18:18",6075,6075,49.99
377,"2013-08-08 12:15:45",6059,6059,49.99
378,"2013-08-08 16:18:27",6008,6008,49.99
379,"2013-08-09 12:35:49",6269,6269,49.99
380,"2013-08-10 04:31:49",6110,6110,49.99
381,"2013-08-11 19:19:18",6226,6226,49.99
382,"2013-08-12 08:01:12",6247,6247,49.99
383,"2013-08-12 21:53:39",6251,6251,49.99
384,"2013-08-14 05:52:24",6324,6324,49.99
385,"2013-08-14 05:59:10",6103,6103,49.99
386,"2013-08-15 07:25:50",6173,6173,49.99
387,"2013-08-17 04:37:02",6215,6215,49.99
388,"2013-08-17 22:29:12",6244,6244,49.99
389,"2013-08-19 01:13:24",6395,6395,59.99
390,"2013-08-19 11:15:32",6387,6387,49.99
391,"2013-08-19 16:41:14",6259,6259,49.99
392,"2013-08-19 21:00:02",6273,6273,49.99
393,"2013-08-20 06:35:36",6421,6421,49.99
394,"2013-08-20 12:04:58",6302,6302,49.99
395,"2013-08-23 22:00:59",6355,6355,49.99
396,"2013-08-24 06:38:02",6432,6432,49.99
397,"2013-08-26 01:05:51",6528,6528,49.99
398,"2013-08-26 04:57:06",6465,6465,49.99
399,"2013-08-27 04:56:33",6461,6461,49.99
400,"2013-08-27 17:35:51",6634,6634,49.99
401,"2013-08-29 14:51:52",6451,6451,49.99
402,"2013-08-29 22:56:24",6526,6526,49.99
403,"2013-09-01 15:17:41",6504,6504,49.99
404,"2013-09-03 07:56:40",6589,6589,49.99
405,"2013-09-03 21:59:38",6627,6627,49.99
406,"2013-09-07 19:26:46",6758,6758,49.99
407,"2013-09-08 16:43:39",6721,6721,49.99
408,"2013-09-10 23:06:17",6805,6805,49.99
409,"2013-09-11 14:19:15",6743,6743,49.99
410,"2013-09-12 09:35:44",6882,6882,49.99
411,"2013-09-12 13:12:44",6899,6899,49.99
412,"2013-09-14 05:03:40",6943,6943,49.99
413,"2013-09-14 12:22:27",6750,6750,49.99
414,"2013-09-17 07:09:05",6940,6940,49.99
415,"2013-09-17 08:54:02",6825,6825,49.99
416,"2013-09-18 02:58:33",6865,6865,49.99
417,"2013-09-18 07:17:53",7009,7009,49.99
418,"2013-09-18 23:59:48",6991,6991,49.99
419,"2013-09-20 05:09:21",7035,7035,49.99
420,"2013-09-21 01:00:00",6947,6947,49.99
421,"2013-09-22 08:48:54",6952,6952,49.99
422,"2013-09-23 09:40:26",6981,6981,49.99
423,"2013-09-23 13:33:26",6999,6999,49.99
424,"2013-09-25 15:52:44",7154,7154,49.99
425,"2013-09-27 07:13:33",7250,7250,49.99
426,"2013-09-30 12:06:47",7077,7077,49.99
427,"2013-10-02 14:02:38",7230,7230,49.99
428,"2013-10-03 06:13:28",7354,7351,59.99
429,"2013-10-05 09:00:49",7164,7164,49.99
430,"2013-10-05 09:36:47",7192,7192,49.99
431,"2013-10-06 15:01:09",7480,7473,49.99
432,"2013-10-07 08:37:18",7512,7503,49.99
433,"2013-10-07 15:07:59",7259,7259,49.99
434,"2013-10-09 08:11:55",7323,7320,49.99
435,"2013-10-09 23:43:03",7308,7306,49.99
436,"2013-10-11 16:00:26",7533,7522,49.99
437,"2013-10-15 10:00:49",7582,7567,59.99
438,"2013-10-15 10:47:55",7502,7493,49.99
439,"2013-10-19 22:11:39",7741,7718,49.99
440,"2013-10-22 03:21:00",7736,7713,49.99
441,"2013-10-23 04:33:52",7636,7616,49.99
442,"2013-10-24 01:21:12",7889,7863,49.99
443,"2013-10-24 19:58:08",7598,7582,49.99
444,"2013-10-26 16:55:27",7667,7647,49.99
445,"2013-10-28 21:24:43",8014,7984,49.99
446,"2013-11-02 03:22:37",7847,7821,49.99
447,"2013-11-02 03:49:22",7877,7851,59.99
448,"2013-11-02 20:50:43",7945,7916,49.99
449,"2013-11-04 06:17:48",8101,8069,49.99
450,"2013-11-06 02:31:03",8164,8128,49.99
451,"2013-11-07 04:54:04",8041,8011,49.99
452,"2013-11-07 16:18:28",7939,7910,49.99
453,"2013-11-07 17:27:27",8049,8019,49.99
454,"2013-11-14 09:01:23",8270,8232,49.99
455,"2013-11-15 12:55:42",8287,8248,49.99
456,"2013-11-22 19:44:27",8530,8481,49.99
457,"2013-11-23 00:03:32",8521,8472,49.99
458,"2013-11-24 20:20:09",8578,8527,49.99
459,"2013-11-26 01:42:45",8359,8319,59.99
460,"2013-11-26 05:35:47",8657,8604,49.99
461,"2013-11-27 18:05:46",8637,8586,49.99
462,"2013-11-28 05:29:37",8602,8551,49.99
463,"2013-11-28 12:14:23",8703,8647,59.99
464,"2013-12-01 18:33:06",8783,8722,49.99
465,"2013-12-02 04:27:55",8732,8674,49.99
466,"2013-12-02 15:11:59",8729,8671,49.99
467,"2013-12-03 16:00:10",9052,8979,49.99
468,"2013-12-04 01:21:20",8737,8678,49.99
469,"2013-12-05 01:12:53",8911,8843,49.99
470,"2013-12-05 19:52:26",8675,8622,59.99
471,"2013-12-07 05:46:18",9086,9010,49.99
472,"2013-12-07 15:08:55",8856,8789,49.99
473,"2013-12-07 21:34:48",8836,8770,49.99
474,"2013-12-08 17:44:09",8935,8867,49.99
475,"2013-12-08 17:58:06",8967,8896,59.99
476,"2013-12-10 06:41:48",8957,8887,49.99
477,"2013-12-10 12:14:03",8929,8861,49.99
478,"2013-12-10 21:38:49",8978,8906,49.99
479,"2013-12-11 02:21:57",8997,8925,49.99
480,"2013-12-11 07:12:50",9069,8996,49.99
481,"2013-12-11 13:50:46",9181,9103,59.99
482,"2013-12-11 23:57:19",8992,8920,49.99
483,"2013-12-12 23:44:50",9378,9297,49.99
484,"2013-12-13 21:20:18",8915,8847,49.99
485,"2013-12-14 05:33:23",9386,9304,59.99
486,"2013-12-14 14:23:02",9344,9264,49.99
487,"2013-12-15 02:03:14",8849,8782,49.99
488,"2013-12-16 22:20:31",9407,9324,59.99
489,"2013-12-17 01:21:50",9359,9278,49.99
490,"2013-12-18 08:41:26",9550,9456,45.99
491,"2013-12-19 06:41:56",9324,9244,49.99
492,"2013-12-20 08:20:31",9406,9324,49.99
493,"2013-12-20 19:03:45",9443,9356,49.99
494,"2013-12-22 14:03:17",9753,9637,45.99
495,"2013-12-23 07:29:19",9705,9593,49.99
496,"2013-12-23 18:05:50",9831,9708,49.99
497,"2013-12-23 18:36:54",9632,9530,49.99
498,"2013-12-24 00:37:39",9717,9604,49.99
499,"2013-12-25 08:56:39",9413,9330,49.99
500,"2013-12-27 07:42:21",9662,9557,49.99
501,"2013-12-27 17:53:16",9668,9562,49.99
502,"2013-12-27 19:37:36",9844,9720,45.99
503,"2013-12-28 06:31:18",9508,9417,45.99
504,"2013-12-29 08:55:38",9752,9636,49.99
505,"2013-12-29 14:55:32",9658,9553,45.99
506,"2013-12-30 21:31:17",9886,9759,45.99
507,"2014-01-01 00:42:03",9821,9700,49.99
508,"2014-01-01 09:08:14",9611,9512,49.99
509,"2014-01-03 11:12:51",9971,9838,59.99
510,"2014-01-04 09:16:25",10104,9949,45.99
511,"2014-01-05 11:13:13",10075,9925,45.99
512,"2014-01-06 17:43:14",10047,9903,45.99
513,"2014-01-06 21:00:53",10274,10098,49.99
514,"2014-01-07 15:49:10",9891,9763,45.99
515,"2014-01-07 22:48:01",10068,9919,49.99
516,"2014-01-09 03:58:31",10285,10109,49.99
517,"2014-01-10 00:43:21",10207,10041,45.99
518,"2014-01-13 05:45:45",10321,10143,59.99
519,"2014-01-15 04:49:27",10509,10309,45.99
520,"2014-01-15 06:10:53",10430,10241,59.99
521,"2014-01-16 06:36:48",10330,10151,45.99
522,"2014-01-16 11:44:22",10604,10395,45.99
523,"2014-01-17 12:29:14",10540,10335,45.99
524,"2014-01-17 17:29:35",10301,10124,49.99
525,"2014-01-18 04:23:48",10334,10155,49.99
526,"2014-01-19 18:52:15",10699,10478,45.99
527,"2014-01-20 17:09:07",10577,10371,49.99
528,"2014-01-21 04:43:53",10373,10191,49.99
529,"2014-01-21 13:13:13",10503,10304,49.99
530,"2014-01-22 04:07:42",10707,10486,49.99
531,"2014-01-23 06:34:47",10771,10540,49.99
532,"2014-01-23 07:17:11",10385,10202,45.99
533,"2014-01-23 16:40:13",10671,10454,49.99
534,"2014-01-23 17:29:12",10669,10453,49.99
535,"2014-01-25 22:41:43",10820,10582,45.99
536,"2014-01-26 06:20:22",10513,10312,49.99
537,"2014-01-28 07:38:12",10690,10470,59.99
538,"2014-01-28 20:27:24",10977,10719,49.99
539,"2014-01-28 23:52:23",10673,10456,49.99
540,"2014-01-29 09:20:24",10854,10610,45.99
541,"2014-01-29 23:54:39",10653,10439,49.99
